,actual_target,new_model_prediction,new_model_probability,reference_prediction,reference_probability,new_model_correct,reference_correct,comparison_status
95941,1,0,0.17666666666666667,1,0.945,False,True,reference_only_correct
95942,1,0,0.14333333333333334,1,0.85,False,True,reference_only_correct
95943,1,0,0.2833333333333333,1,0.785,False,True,reference_only_correct
95944,1,0,0.07333333333333333,1,0.855,False,True,reference_only_correct
95945,1,0,0.22,1,0.815,False,True,reference_only_correct
95946,1,0,0.13666666666666666,1,0.885,False,True,reference_only_correct
95947,1,0,0.10666666666666667,1,0.92,False,True,reference_only_correct
95948,1,0,0.16,1,0.875,False,True,reference_only_correct
95949,1,0,0.2,1,0.75875,False,True,reference_only_correct
95950,1,0,0.14,1,0.93,False,True,reference_only_correct
95951,1,0,0.20666666666666667,1,0.795,False,True,reference_only_correct
95952,1,0,0.14,1,0.945,False,True,reference_only_correct
95953,1,0,0.18333333333333332,1,0.75,False,True,reference_only_correct
95954,1,0,0.18666666666666668,1,0.92,False,True,reference_only_correct
95955,1,0,0.30666666666666664,1,0.825,False,True,reference_only_correct
95956,1,0,0.24,1,0.92,False,True,reference_only_correct
95957,1,0,0.24333333333333335,1,0.795,False,True,reference_only_correct
95958,1,0,0.26666666666666666,1,0.835,False,True,reference_only_correct
95959,1,0,0.30333333333333334,1,0.885,False,True,reference_only_correct
95960,1,0,0.2091269841269841,1,0.795,False,True,reference_only_correct
95961,1,0,0.24333333333333335,0,0.48,False,False,both_wrong
95962,1,0,0.16333333333333333,1,0.795,False,True,reference_only_correct
95963,0,0,0.02666666666666667,0,0.155,True,True,both_correct
95964,0,0,0.23,0,0.125,True,True,both_correct
95965,0,0,0.07666666666666666,0,0.035,True,True,both_correct
95966,0,0,0.03333333333333333,0,0.225,True,True,both_correct
95967,1,0,0.12333333333333334,1,0.875,False,True,reference_only_correct
95968,1,0,0.1435972222222222,1,0.630434447497,False,True,reference_only_correct
95969,1,0,0.11666666666666667,1,0.885,False,True,reference_only_correct
95970,1,0,0.16,1,0.905,False,True,reference_only_correct
95971,1,0,0.27,1,0.87,False,True,reference_only_correct
95972,1,0,0.23333333333333334,1,0.785,False,True,reference_only_correct
95973,1,0,0.23,1,0.785,False,True,reference_only_correct
96052,1,0,0.30666666666666664,1,0.845,False,True,reference_only_correct
96053,1,0,0.31333333333333335,1,0.925,False,True,reference_only_correct
96054,1,0,0.3433333333333333,1,0.905,False,True,reference_only_correct
96055,1,0,0.35,1,0.795,False,True,reference_only_correct
96056,1,0,0.18,1,0.825,False,True,reference_only_correct
96057,1,0,0.27666666666666667,1,0.8,False,True,reference_only_correct
96058,1,0,0.26666666666666666,1,0.905,False,True,reference_only_correct
96059,1,0,0.2966666666666667,1,0.885,False,True,reference_only_correct
96060,1,0,0.34,1,0.82,False,True,reference_only_correct
96061,1,0,0.13333333333333333,1,0.625,False,True,reference_only_correct
96062,1,0,0.24,1,0.81,False,True,reference_only_correct
96063,1,0,0.22333333333333333,1,0.51,False,True,reference_only_correct
96064,1,0,0.29,1,0.925,False,True,reference_only_correct
96065,1,0,0.16333333333333333,1,0.83,False,True,reference_only_correct
96066,1,0,0.13333333333333333,1,0.92,False,True,reference_only_correct
96067,1,0,0.3,1,0.845,False,True,reference_only_correct
96068,1,0,0.22333333333333333,1,0.92,False,True,reference_only_correct
96069,0,0,0.15333333333333332,0,0.235,True,True,both_correct
96070,1,0,0.34,1,0.94,False,True,reference_only_correct
96071,1,0,0.23,1,0.895,False,True,reference_only_correct
96072,1,0,0.07333333333333333,1,0.935,False,True,reference_only_correct
96073,1,0,0.20666666666666667,0,0.295,False,False,both_wrong
96074,1,0,0.26666666666666666,1,0.85,False,True,reference_only_correct
96075,1,0,0.29,1,0.87,False,True,reference_only_correct
96076,1,0,0.3333333333333333,1,0.835,False,True,reference_only_correct
96077,1,0,0.2833333333333333,1,0.775,False,True,reference_only_correct
96078,1,0,0.23333333333333334,1,0.98,False,True,reference_only_correct
96079,1,0,0.36333333333333334,1,0.85,False,True,reference_only_correct
96080,1,0,0.18333333333333332,1,0.77,False,True,reference_only_correct
96179,1,0,0.23,1,0.7,False,True,reference_only_correct
96180,1,0,0.3,1,0.97,False,True,reference_only_correct
96181,1,0,0.1,1,0.655,False,True,reference_only_correct
96182,1,0,0.23333333333333334,1,0.695,False,True,reference_only_correct
96183,1,0,0.24333333333333335,1,0.775,False,True,reference_only_correct
96184,1,0,0.29333333333333333,1,0.91,False,True,reference_only_correct
96185,1,0,0.15666666666666668,1,0.89,False,True,reference_only_correct
96186,1,0,0.32,1,0.835,False,True,reference_only_correct
96187,1,0,0.30333333333333334,1,0.845,False,True,reference_only_correct
96188,1,0,0.14,1,0.565,False,True,reference_only_correct
96189,1,0,0.17,1,0.82,False,True,reference_only_correct
96190,1,0,0.12,1,0.84,False,True,reference_only_correct
96191,1,0,0.27,1,0.86,False,True,reference_only_correct
96192,1,0,0.3433333333333333,1,0.87,False,True,reference_only_correct
96193,1,0,0.19,1,0.875,False,True,reference_only_correct
96194,1,0,0.13666666666666666,1,0.875,False,True,reference_only_correct
96195,1,0,0.30333333333333334,1,0.775,False,True,reference_only_correct
96196,1,0,0.33666666666666667,1,0.865,False,True,reference_only_correct
96197,1,0,0.4166666666666667,1,0.505,False,True,reference_only_correct
96198,1,0,0.22333333333333333,1,0.83,False,True,reference_only_correct
96199,1,0,0.31,0,0.33,False,False,both_wrong
96200,1,0,0.4166666666666667,1,0.865,False,True,reference_only_correct
96201,1,0,0.22333333333333333,1,0.8,False,True,reference_only_correct
96202,1,0,0.19666666666666666,0,0.45,False,False,both_wrong
96203,1,0,0.26666666666666666,1,0.93,False,True,reference_only_correct
96204,1,0,0.29333333333333333,1,0.91,False,True,reference_only_correct
96205,1,0,0.36,1,0.89,False,True,reference_only_correct
96206,1,0,0.2,1,0.775,False,True,reference_only_correct
96207,1,0,0.24666666666666667,1,0.75,False,True,reference_only_correct
96208,0,0,0.17,0,0.35,True,True,both_correct
96209,0,0,0.26,0,0.27,True,True,both_correct
96210,0,0,0.16666666666666666,0,0.105,True,True,both_correct
96211,0,0,0.28,0,0.335,True,True,both_correct
96212,0,0,0.12333333333333334,0,0.035,True,True,both_correct
96213,0,0,0.26666666666666666,0,0.195,True,True,both_correct
96214,0,0,0.3433333333333333,0,0.42,True,True,both_correct
96215,0,0,0.35333333333333333,0,0.15,True,True,both_correct
96216,0,0,0.08,0,0.085,True,True,both_correct
96217,0,0,0.15333333333333332,0,0.32,True,True,both_correct
96218,0,0,0.14,0,0.34,True,True,both_correct
96219,1,0,0.043333333333333335,1,0.56,False,True,reference_only_correct
96220,1,0,0.31333333333333335,0,0.255,False,False,both_wrong
96221,1,0,0.2633333333333333,1,0.98,False,True,reference_only_correct
96222,1,0,0.07,1,0.775,False,True,reference_only_correct
96299,1,0,0.12,1,0.84,False,True,reference_only_correct
96300,1,0,0.20333333333333334,1,0.605,False,True,reference_only_correct
96301,1,0,0.38333333333333336,1,0.77,False,True,reference_only_correct
96302,1,0,0.19333333333333333,0,0.43,False,False,both_wrong
96303,1,0,0.18,1,0.945,False,True,reference_only_correct
96304,1,0,0.13666666666666666,1,0.735,False,True,reference_only_correct
96305,1,0,0.34,1,0.95,False,True,reference_only_correct
96306,1,0,0.2905555555555555,1,0.865,False,True,reference_only_correct
96307,1,0,0.09333333333333334,1,0.595,False,True,reference_only_correct
96308,1,0,0.17,1,0.89,False,True,reference_only_correct
96309,1,0,0.21,1,0.77,False,True,reference_only_correct
96310,1,0,0.22666666666666666,1,0.975,False,True,reference_only_correct
96311,1,0,0.30333333333333334,1,0.875,False,True,reference_only_correct
96312,1,0,0.23666666666666666,1,0.865,False,True,reference_only_correct
96313,1,0,0.20333333333333334,1,0.915,False,True,reference_only_correct
96314,1,0,0.09,1,0.84,False,True,reference_only_correct
96315,1,0,0.32,1,0.855,False,True,reference_only_correct
96316,1,0,0.2633333333333333,1,0.66,False,True,reference_only_correct
96317,1,0,0.2733333333333333,1,0.885,False,True,reference_only_correct
96318,0,0,0.31333333333333335,0,0.165,True,True,both_correct
96319,0,0,0.14666666666666667,0,0.195,True,True,both_correct
96320,0,0,0.06666666666666667,0,0.295,True,True,both_correct
96321,0,0,0.3333333333333333,0,0.355,True,True,both_correct
96322,0,0,0.14666666666666667,0,0.16,True,True,both_correct
96323,0,0,0.33,0,0.16,True,True,both_correct
96324,0,0,0.17333333333333334,0,0.295,True,True,both_correct
96325,0,0,0.31333333333333335,0,0.425,True,True,both_correct
96326,1,0,0.24,1,0.86,False,True,reference_only_correct
96327,1,0,0.13666666666666666,1,0.795,False,True,reference_only_correct
96328,1,0,0.09666666666666666,1,0.87,False,True,reference_only_correct
96329,1,0,0.23666666666666666,1,0.835,False,True,reference_only_correct
96414,1,0,0.19,1,0.915,False,True,reference_only_correct
96415,1,0,0.23333333333333334,1,0.88,False,True,reference_only_correct
96416,1,0,0.09,1,0.912142857143,False,True,reference_only_correct
96417,1,0,0.16666666666666666,1,0.77,False,True,reference_only_correct
96418,1,0,0.17333333333333334,0,0.357142857143,False,False,both_wrong
96419,1,0,0.22666666666666666,1,0.73,False,True,reference_only_correct
96420,1,0,0.24666666666666667,1,0.84,False,True,reference_only_correct
96421,1,0,0.3333333333333333,0,0.485,False,False,both_wrong
96422,1,0,0.23,1,0.98,False,True,reference_only_correct
96423,1,0,0.13666666666666666,1,0.865,False,True,reference_only_correct
96424,1,0,0.24666666666666667,1,0.93,False,True,reference_only_correct
96425,1,0,0.17,1,0.76,False,True,reference_only_correct
96426,1,0,0.3566666666666667,1,0.855,False,True,reference_only_correct
96427,1,0,0.11333333333333333,1,0.71,False,True,reference_only_correct
96428,1,0,0.32666666666666666,1,0.84,False,True,reference_only_correct
96429,1,0,0.2966666666666667,1,0.82,False,True,reference_only_correct
96430,0,0,0.15666666666666668,0,0.29,True,True,both_correct
96431,0,0,0.16666666666666666,1,0.585,True,False,new_model_only_correct
96555,1,0,0.31333333333333335,1,0.85,False,True,reference_only_correct
96556,1,0,0.2966666666666667,1,0.78,False,True,reference_only_correct
96557,1,0,0.21666666666666667,1,0.865,False,True,reference_only_correct
96558,1,0,0.2,0,0.365,False,False,both_wrong
96559,1,0,0.11666666666666667,1,0.935,False,True,reference_only_correct
96560,1,0,0.13333333333333333,1,0.74,False,True,reference_only_correct
96561,1,0,0.13666666666666666,1,0.875,False,True,reference_only_correct
96562,1,0,0.18,1,0.75,False,True,reference_only_correct
96563,1,0,0.12666666666666668,1,0.735,False,True,reference_only_correct
96564,1,0,0.27,1,0.84,False,True,reference_only_correct
96565,1,0,0.13333333333333333,1,0.915,False,True,reference_only_correct
96566,1,0,0.16,1,0.95,False,True,reference_only_correct
96567,1,0,0.25,1,0.765,False,True,reference_only_correct
96568,1,0,0.09,1,0.795,False,True,reference_only_correct
96569,1,0,0.22,1,0.885,False,True,reference_only_correct
96570,1,0,0.34,1,0.9,False,True,reference_only_correct
96571,1,0,0.16333333333333333,1,0.91,False,True,reference_only_correct
96572,1,0,0.3,1,0.85,False,True,reference_only_correct
96573,0,0,0.3,0,0.165,True,True,both_correct
96662,0,0,0.08,0,0.245,True,True,both_correct
96663,0,0,0.11666666666666667,0,0.22,True,True,both_correct
96664,0,0,0.06,0,0.26,True,True,both_correct
96665,1,0,0.16666666666666666,1,0.85,False,True,reference_only_correct
96666,1,0,0.09666666666666666,0,0.365,False,False,both_wrong
96667,1,0,0.2733333333333333,1,0.775,False,True,reference_only_correct
96668,1,0,0.14666666666666667,1,0.765,False,True,reference_only_correct
96669,1,0,0.28,1,0.955,False,True,reference_only_correct
96670,1,0,0.2833333333333333,1,0.785,False,True,reference_only_correct
96671,1,0,0.26,1,0.91,False,True,reference_only_correct
96672,1,0,0.13333333333333333,1,0.915,False,True,reference_only_correct
96673,1,0,0.19,1,0.95,False,True,reference_only_correct
96674,1,0,0.26,1,0.89,False,True,reference_only_correct
96675,1,0,0.18666666666666668,1,0.81,False,True,reference_only_correct
96676,1,0,0.14333333333333334,1,0.845,False,True,reference_only_correct
96677,1,0,0.14333333333333334,1,0.96,False,True,reference_only_correct
96678,1,0,0.13,1,0.9,False,True,reference_only_correct
96679,1,0,0.14333333333333334,1,0.825,False,True,reference_only_correct
96680,1,0,0.17333333333333334,1,0.74,False,True,reference_only_correct
96681,1,0,0.12,1,0.75,False,True,reference_only_correct
96682,1,0,0.16666666666666666,1,0.92,False,True,reference_only_correct
96683,1,0,0.18666666666666668,1,0.855,False,True,reference_only_correct
96684,1,0,0.17333333333333334,1,0.89,False,True,reference_only_correct
96685,1,0,0.19,1,0.895,False,True,reference_only_correct
96686,1,0,0.16,1,0.81,False,True,reference_only_correct
96687,1,0,0.30333333333333334,1,0.955,False,True,reference_only_correct
96688,1,0,0.33,0,0.475,False,False,both_wrong
96689,1,0,0.2,1,0.83,False,True,reference_only_correct
96690,1,0,0.21833333333333332,1,0.74,False,True,reference_only_correct
96691,1,0,0.14,1,0.914,False,True,reference_only_correct
96692,0,0,0.20666666666666667,0,0.335,True,True,both_correct
96693,0,0,0.24666666666666667,0,0.15,True,True,both_correct
96694,0,0,0.11333333333333333,0,0.18,True,True,both_correct
96695,0,0,0.18333333333333332,0,0.145,True,True,both_correct
96696,0,0,0.2733333333333333,0,0.21,True,True,both_correct
96697,0,0,0.37333333333333335,0,0.24,True,True,both_correct
96767,1,0,0.11333333333333333,1,0.85,False,True,reference_only_correct
96768,1,0,0.30333333333333334,1,0.905,False,True,reference_only_correct
96769,1,0,0.23333333333333334,1,0.875,False,True,reference_only_correct
96770,1,0,0.14,1,0.855,False,True,reference_only_correct
96771,1,0,0.14666666666666667,1,0.725,False,True,reference_only_correct
96772,1,0,0.20333333333333334,1,0.945,False,True,reference_only_correct
96773,1,0,0.23666666666666666,1,0.81,False,True,reference_only_correct
96774,1,0,0.17333333333333334,1,0.705,False,True,reference_only_correct
96775,1,0,0.14666666666666667,1,0.83,False,True,reference_only_correct
96776,1,0,0.13333333333333333,1,0.89,False,True,reference_only_correct
96777,1,0,0.24666666666666667,1,0.785,False,True,reference_only_correct
96778,1,0,0.08,1,0.76,False,True,reference_only_correct
96779,0,0,0.2966666666666667,0,0.285,True,True,both_correct
96780,0,0,0.32,0,0.215,True,True,both_correct
96781,0,0,0.15333333333333332,0,0.405,True,True,both_correct
96782,0,0,0.29333333333333333,0,0.215,True,True,both_correct
96846,0,0,0.29333333333333333,0,0.14,True,True,both_correct
96847,0,0,0.2866666666666667,1,0.67541025641,True,False,new_model_only_correct
96848,0,0,0.23333333333333334,0,0.355,True,True,both_correct
96849,0,0,0.17666666666666667,0,0.255,True,True,both_correct
96850,0,0,0.2,0,0.24,True,True,both_correct
96851,0,0,0.2966666666666667,0,0.17,True,True,both_correct
96852,0,0,0.33,0,0.04,True,True,both_correct
96853,0,0,0.11333333333333333,0,0.2,True,True,both_correct
96854,0,0,0.2733333333333333,1,0.58,True,False,new_model_only_correct
96855,0,0,0.3433333333333333,0,0.205,True,True,both_correct
96856,1,0,0.2833333333333333,1,0.845,False,True,reference_only_correct
96857,1,0,0.19333333333333333,0,0.465,False,False,both_wrong
96858,1,0,0.25333333333333335,1,0.915,False,True,reference_only_correct
96859,1,0,0.12666666666666668,1,0.855,False,True,reference_only_correct
96860,1,0,0.16,1,0.805,False,True,reference_only_correct
96861,1,0,0.25666666666666665,1,0.965,False,True,reference_only_correct
96862,1,0,0.25,1,0.695,False,True,reference_only_correct
96863,1,0,0.2833333333333333,1,0.94,False,True,reference_only_correct
96864,1,0,0.26666666666666666,1,0.92,False,True,reference_only_correct
96865,0,0,0.18,0,0.445,True,True,both_correct
96866,0,0,0.16,0,0.18,True,True,both_correct
96867,0,0,0.2966666666666667,0,0.265,True,True,both_correct
96868,0,0,0.32,0,0.205,True,True,both_correct
96869,0,0,0.11,0,0.17,True,True,both_correct
96870,0,0,0.26,0,0.345,True,True,both_correct
96871,0,0,0.2833333333333333,1,0.78,True,False,new_model_only_correct
96872,0,0,0.2750562576312576,0,0.105,True,True,both_correct
96873,0,0,0.24,0,0.12,True,True,both_correct
96874,0,0,0.31333333333333335,0,0.21,True,True,both_correct
96875,0,0,0.45,1,0.77,True,False,new_model_only_correct
96876,0,0,0.26,1,0.55,True,False,new_model_only_correct
96928,0,0,0.16,0,0.31,True,True,both_correct
96929,0,0,0.17,0,0.095,True,True,both_correct
96930,0,0,0.22,0,0.27,True,True,both_correct
96931,0,0,0.27,1,0.665,True,False,new_model_only_correct
96932,0,0,0.24333333333333335,0,0.175,True,True,both_correct
96933,0,0,0.4066666666666667,0,0.18,True,True,both_correct
96934,0,0,0.3566666666666667,0,0.13,True,True,both_correct
96935,0,0,0.11333333333333333,0,0.247727272727,True,True,both_correct
97006,0,0,0.29,1,0.745,True,False,new_model_only_correct
97007,0,0,0.3842424242424243,0,0.28,True,True,both_correct
97008,0,0,0.18834799285681642,1,0.630434447497,True,False,new_model_only_correct
97009,0,0,0.24666666666666667,0,0.275,True,True,both_correct
97010,0,0,0.26666666666666666,0,0.44,True,True,both_correct
97011,0,0,0.2633333333333333,0,0.15,True,True,both_correct
97012,0,0,0.07333333333333333,0,0.12,True,True,both_correct
97080,0,0,0.31666666666666665,0,0.325,True,True,both_correct
97081,0,0,0.36,0,0.08,True,True,both_correct
97082,0,0,0.3933333333333333,0,0.165,True,True,both_correct
97083,0,0,0.33,0,0.28,True,True,both_correct
97084,0,0,0.2662467338217338,0,0.165,True,True,both_correct
97085,0,0,0.10666666666666667,0,0.21,True,True,both_correct
97142,0,0,0.23333333333333334,0,0.23,True,True,both_correct
97143,1,0,0.12333333333333334,1,0.7,False,True,reference_only_correct
97144,1,0,0.3433333333333333,1,0.865,False,True,reference_only_correct
97145,1,0,0.16666666666666666,1,0.93,False,True,reference_only_correct
97146,0,0,0.36666666666666664,0,0.2,True,True,both_correct
97147,0,1,0.5366666666666666,1,0.845,False,False,both_wrong
97148,0,0,0.42,0,0.21,True,True,both_correct
97188,0,1,0.7277683242683243,1,0.727825791844,False,False,both_wrong
97189,1,0,0.47333333333333333,0,0.455,False,False,both_wrong
97190,1,1,0.5766666666666667,1,0.87,True,True,both_correct
97191,1,0,0.33666666666666667,1,0.877833333333,False,True,reference_only_correct
97192,1,1,0.55,1,0.94,True,True,both_correct
97193,1,0,0.46,1,0.92,False,True,reference_only_correct
97194,1,1,0.5833333333333334,1,0.925,True,True,both_correct
97195,1,1,0.6033333333333334,1,0.86,True,True,both_correct
97196,1,1,0.67,1,0.91,True,True,both_correct
97197,1,1,0.6,1,0.88,True,True,both_correct
97198,1,1,0.64,1,0.89,True,True,both_correct
97199,1,1,0.5366666666666666,1,0.995,True,True,both_correct
97200,1,1,0.5433333333333333,1,0.765,True,True,both_correct
97201,1,1,0.6,1,0.86,True,True,both_correct
97202,1,1,0.5633333333333334,1,0.945,True,True,both_correct
97203,1,1,0.5566666666666666,1,0.9,True,True,both_correct
97204,1,1,0.55,1,0.92,True,True,both_correct
97205,1,1,0.7266666666666667,1,0.945,True,True,both_correct
97206,1,1,0.55,1,0.755,True,True,both_correct
97207,1,1,0.62,1,0.95,True,True,both_correct
97208,1,1,0.5633333333333334,1,0.84,True,True,both_correct
97209,0,1,0.5266666666666666,0,0.315,False,True,reference_only_correct
97210,0,1,0.6266666666666667,0,0.315,False,True,reference_only_correct
97211,0,0,0.47333333333333333,0,0.25,True,True,both_correct
97212,0,1,0.5433333333333333,0,0.32,False,True,reference_only_correct
97213,0,0,0.44666666666666666,0,0.185,True,True,both_correct
97221,0,0,0.36666666666666664,0,0.005,True,True,both_correct
97222,0,0,0.39666666666666667,0,0.015,True,True,both_correct
97223,0,0,0.3333333333333333,0,0.01,True,True,both_correct
97224,0,0,0.36333333333333334,0,0.035,True,True,both_correct
97239,1,1,0.6966666666666667,1,0.85,True,True,both_correct
97270,0,1,0.53,0,0.33,False,True,reference_only_correct
97271,0,0,0.41,0,0.26,True,True,both_correct
97272,0,1,0.7277683242683243,1,0.727825791844,False,False,both_wrong
97273,0,1,0.5633333333333334,1,0.875,False,False,both_wrong
97274,1,1,0.53,1,0.84,True,True,both_correct
97275,1,1,0.5033333333333333,1,0.95,True,True,both_correct
97276,1,1,0.6433333333333333,1,0.89,True,True,both_correct
97277,1,1,0.51,1,0.775,True,True,both_correct
97278,1,1,0.63,1,0.95,True,True,both_correct
97279,1,0,0.44333333333333336,1,0.79,False,True,reference_only_correct
97280,1,1,0.5633333333333334,1,0.92,True,True,both_correct
97281,1,1,0.5733333333333334,1,0.89,True,True,both_correct
97282,1,1,0.6733333333333333,1,0.905,True,True,both_correct
97283,1,1,0.56,1,0.945,True,True,both_correct
97284,1,1,0.7266666666666667,1,0.87,True,True,both_correct
97285,1,1,0.72,1,0.935,True,True,both_correct
97286,1,1,0.68,1,0.96,True,True,both_correct
97287,1,1,0.6733333333333333,1,0.79,True,True,both_correct
97288,1,1,0.6633333333333333,1,0.855,True,True,both_correct
97289,1,1,0.6233333333333333,1,0.75,True,True,both_correct
97290,1,0,0.4766666666666667,1,0.665,False,True,reference_only_correct
97291,1,1,0.6433333333333333,1,0.98,True,True,both_correct
97292,1,1,0.51,1,0.71,True,True,both_correct
97293,1,1,0.5566666666666666,1,0.83,True,True,both_correct
97294,1,1,0.6466666666666666,1,0.965,True,True,both_correct
97295,1,1,0.5733333333333334,1,0.78,True,True,both_correct
97296,1,1,0.5366666666666666,1,0.545,True,True,both_correct
97297,1,1,0.5466666666666666,1,0.805,True,True,both_correct
97298,1,1,0.5133333333333333,1,0.845,True,True,both_correct
97299,1,1,0.63,1,0.92,True,True,both_correct
97300,1,1,0.6433333333333333,1,0.85,True,True,both_correct
97301,0,0,0.4866666666666667,1,0.6,True,False,new_model_only_correct
97302,0,1,0.56,0,0.275,False,True,reference_only_correct
97303,0,1,0.56,0,0.225,False,True,reference_only_correct
97304,0,1,0.54,0,0.26,False,True,reference_only_correct
97305,0,0,0.31,0,0.04,True,True,both_correct
97308,0,0,0.42,0,0.215,True,True,both_correct
97309,0,1,0.57,0,0.235,False,True,reference_only_correct
97310,0,1,0.6933333333333334,0,0.19,False,True,reference_only_correct
97311,0,1,0.6633333333333333,0,0.165,False,True,reference_only_correct
97312,0,1,0.5966666666666667,1,0.67,False,False,both_wrong
97313,0,1,0.5033333333333333,0,0.09,False,True,reference_only_correct
97314,0,1,0.5466666666666666,0,0.23,False,True,reference_only_correct
97315,0,0,0.49666666666666665,0,0.185,True,True,both_correct
97316,0,1,0.6548152180063945,0,0.405546051171,False,True,reference_only_correct
97317,0,1,0.7533333333333333,1,0.765,False,False,both_wrong
97318,0,1,0.5533333333333333,0,0.29,False,True,reference_only_correct
97319,0,1,0.6308333333333334,0,0.3,False,True,reference_only_correct
97320,0,0,0.15333333333333332,0,0.175,True,True,both_correct
97321,0,0,0.19,0,0.211,True,True,both_correct
97340,0,0,0.48333333333333334,0,0.13,True,True,both_correct
97341,0,1,0.5466666666666666,1,0.76,False,False,both_wrong
97342,0,1,0.5633333333333334,0,0.145,False,True,reference_only_correct
97343,0,1,0.61,0,0.325,False,True,reference_only_correct
97344,0,1,0.5466666666666666,1,0.75,False,False,both_wrong
97345,0,1,0.5333333333333333,0,0.38,False,True,reference_only_correct
97346,1,1,0.6666666666666666,1,0.915,True,True,both_correct
97347,1,1,0.5833333333333334,1,0.95,True,True,both_correct
97348,1,1,0.7277683242683243,1,0.727825791844,True,True,both_correct
97349,1,1,0.6533333333333333,1,0.81,True,True,both_correct
97350,1,1,0.7277683242683243,1,0.727825791844,True,True,both_correct
97351,1,1,0.54,1,0.91,True,True,both_correct
97352,1,1,0.5433333333333333,1,0.84,True,True,both_correct
97353,0,1,0.5866666666666667,0,0.27,False,True,reference_only_correct
97354,0,1,0.5596439393939396,1,0.727825791844,False,False,both_wrong
97355,1,1,0.61,1,1.0,True,True,both_correct
97356,1,1,0.56,1,0.91,True,True,both_correct
97357,1,1,0.62,1,0.95,True,True,both_correct
97358,1,1,0.5233333333333333,1,0.91,True,True,both_correct
97359,1,1,0.6733333333333333,1,0.78,True,True,both_correct
97360,1,0,0.4866666666666667,1,0.965,False,True,reference_only_correct
97361,1,1,0.5266666666666666,1,0.95,True,True,both_correct
97362,1,1,0.6166666666666667,1,0.555,True,True,both_correct
97363,1,1,0.5466666666666666,1,0.915,True,True,both_correct
97364,1,1,0.6133333333333333,1,0.98,True,True,both_correct
97365,0,0,0.5,1,0.925,True,False,new_model_only_correct
97372,0,0,0.2866666666666667,0,0.015,True,True,both_correct
97373,0,0,0.30666666666666664,0,0.035,True,True,both_correct
97374,0,0,0.28,0,0.03,True,True,both_correct
97375,0,0,0.32,0,0.045,True,True,both_correct
97376,0,0,0.3233333333333333,0,0.015,True,True,both_correct
97377,0,0,0.2866666666666667,0,0.01,True,True,both_correct
97378,0,0,0.35,0,0.01,True,True,both_correct
97379,0,0,0.36333333333333334,0,0.02,True,True,both_correct
97380,0,0,0.4266666666666667,0,0.02,True,True,both_correct
97381,0,0,0.28,0,0.065,True,True,both_correct
97382,0,1,0.7333333333333333,0,0.195,False,True,reference_only_correct
97383,0,1,0.6966666666666667,0,0.3,False,True,reference_only_correct
97384,0,1,0.5833333333333334,1,0.575,False,False,both_wrong
97385,0,1,0.6133333333333333,1,0.666,False,False,both_wrong
97386,0,1,0.5466666666666666,0,0.145,False,True,reference_only_correct
97387,0,1,0.6548152180063945,0,0.405546051171,False,True,reference_only_correct
97388,0,1,0.6233333333333333,0,0.27,False,True,reference_only_correct
97389,0,1,0.5966666666666667,1,0.85,False,False,both_wrong
97390,0,1,0.5433333333333333,0,0.35,False,True,reference_only_correct
97391,0,1,0.5066666666666667,0,0.31,False,True,reference_only_correct
97392,0,1,0.6,0,0.19,False,True,reference_only_correct
97393,0,1,0.5833333333333334,0,0.155,False,True,reference_only_correct
97394,0,1,0.6633333333333333,0,0.33,False,True,reference_only_correct
97395,0,1,0.64,0,0.165,False,True,reference_only_correct
97396,0,1,0.77,0,0.22,False,True,reference_only_correct
97397,0,1,0.6066666666666667,0,0.385,False,True,reference_only_correct
97398,0,1,0.5366666666666666,0,0.32,False,True,reference_only_correct
97399,0,1,0.8033333333333333,0,0.2,False,True,reference_only_correct
97400,0,1,0.62,0,0.19,False,True,reference_only_correct
97401,0,1,0.7433333333333333,0,0.275,False,True,reference_only_correct
97402,0,1,0.68,0,0.15,False,True,reference_only_correct
97403,0,1,0.5366666666666666,0,0.24,False,True,reference_only_correct
97404,0,0,0.43333333333333335,0,0.225,True,True,both_correct
97405,0,0,0.42,0,0.27,True,True,both_correct
97418,1,0,0.37666666666666665,1,0.84,False,True,reference_only_correct
97419,1,0,0.43666666666666665,1,0.94,False,True,reference_only_correct
97420,1,1,0.5433333333333333,1,0.65,True,True,both_correct
97421,1,1,0.5933333333333334,1,0.97,True,True,both_correct
97422,1,1,0.62,1,0.97,True,True,both_correct
97423,1,0,0.47,1,0.895,False,True,reference_only_correct
97424,0,0,0.36666666666666664,0,0.22,True,True,both_correct
97425,0,0,0.31666666666666665,0,0.48,True,True,both_correct
97426,0,0,0.375,0,0.215,True,True,both_correct
97427,1,0,0.3933333333333333,1,0.915,False,True,reference_only_correct
97428,1,0,0.42333333333333334,1,0.88,False,True,reference_only_correct
97429,1,1,0.57,1,0.815,True,True,both_correct
97430,1,1,0.5866666666666667,1,0.97,True,True,both_correct
97431,1,1,0.6133333333333333,1,0.885,True,True,both_correct
97432,1,1,0.5366666666666666,1,0.9,True,True,both_correct
97433,1,0,0.45666666666666667,1,0.965,False,True,reference_only_correct
97434,1,1,0.55,1,0.955,True,True,both_correct
97435,1,1,0.6233333333333333,1,0.97,True,True,both_correct
97436,1,0,0.48,1,0.885,False,True,reference_only_correct
97437,1,1,0.6233333333333333,1,0.655,True,True,both_correct
